,url,store,name,price,item_id,description,allergin_info,Form,entry_date,product_format,product_measurement_metric,product_measurement_numeric,bulk_sales_type,bulk_sales_numeric,serving_size_metric,serving_size_numeric
608,https://abbottstore.com/zoneperfect-nutrition-bar-sweet-and-salty-cashew-pretzel-1-58-oz-wrapper-6-5-packs-63305.html,Abbott,ZonePerfect Nutrition Bar,45.88,63305,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains cashews, milk, peanuts, soy, and wheat ingredients; manufactured in a facility that processes eggs and other tree nuts.",Nutrition Bar,6/05/2020 14:30,,oz,1.58,Case,30,Percent,*
310,https://abbottstore.com/zoneperfect-nutrition-bar-cinnamon-roll-1-76-oz-wrapper-3-12-packs-63309.html,Abbott,ZonePerfect Nutrition Bar,55.05,63309,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains almond, milk and soy ingredients. Manufactured in a facility that processes eggs, peanuts, other tree nuts and wheat.",Nutrition Bar,6/05/2020 12:54,,oz,1.76,Case,36,g,50
628,https://abbottstore.com/zoneperfect-nutrition-bar-cinnamon-roll-1-76-oz-wrapper-3-12-packs-63309.html,Abbott,ZonePerfect Nutrition Bar,55.05,63309,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains almond, milk and soy ingredients. Manufactured in a facility that processes eggs, peanuts, other tree nuts and wheat.",Nutrition Bar,6/05/2020 14:30,,oz,1.76,Case,36,Percent,*
301,https://abbottstore.com/zoneperfect-nutrition-bar-salted-caramel-brownie-1-58-oz-wrapper-3-12-packs-63505.html,Abbott,ZonePerfect Nutrition Bar,55.05,63505,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains milk, pecan, soy and wheat ingredients. Manufactured in a facility that processes eggs, peanuts, and other tree nut ingredients.",Nutrition Bar,6/05/2020 12:54,,oz,1.58,Case,36,g,45
621,https://abbottstore.com/zoneperfect-nutrition-bar-salted-caramel-brownie-1-58-oz-wrapper-3-12-packs-63505.html,Abbott,ZonePerfect Nutrition Bar,55.05,63505,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains milk, pecan, soy and wheat ingredients. Manufactured in a facility that processes eggs, peanuts, and other tree nut ingredients.",Nutrition Bar,6/05/2020 14:30,,oz,1.58,Case,36,Percent,*
121,https://abbottstore.com/ensure-high-protein-nutrition-shake-milk-chocolate-8-fl-oz-case-of-24-64115.html,Abbott,Ensure High Protein Nutrition Shake,39.96,64115,"STRENGTH & ENERGY: Nutrition designed for strength & energy, with high protein, 23 vitamins & minerals, & 160 calories
HIGH PROTEIN: Ensure High Protein shakes have 16g of high-quality protein, 75% more than EnsureOriginal*
NEW FLAVOR: Enjoy new Creamy Caramel, plus original Milk Chocolate, Strawberry, & Vanilla
GREAT TASTE: A delicious way to get high-quality protein & antioxidants (vitamins C, E, & selenium)
DOCTOR-RECOMMENDED BRAND: Ensure is the #1 doctor-recommended brand, & is suitable for lactose intolerance& gluten-free


From the #1 doctor-recommended brand, Ensure High Protein nutritional shakes provide targeted high-protein nutrition to help you stay active and energetic. Each delicious shake has 16g of high-quality protein, 2g of fat, 23 essential vitamins and minerals, and 160 calories.
* 75% more protein than Ensure Original. Ensure High Protein, 16g protein/160 calories per 8 fl oz versus Ensure Original, 9g protein/220 calories per 8 fl oz.
 Not for people with galactosemia.",Contains milk and soy ingredients.,Nutritional Drink,6/05/2020 12:54,bottle,fl oz,8,Case,24,fl,8
441,https://abbottstore.com/ensure-high-protein-nutrition-shake-milk-chocolate-8-fl-oz-case-of-24-64115.html,Abbott,Ensure High Protein Nutrition Shake,39.96,64115,"STRENGTH & ENERGY: Nutrition designed for strength & energy, with high protein, 23 vitamins & minerals, & 160 calories
HIGH PROTEIN: Ensure High Protein shakes have 16g of high-quality protein, 75% more than EnsureOriginal*
NEW FLAVOR: Enjoy new Creamy Caramel, plus original Milk Chocolate, Strawberry, & Vanilla
GREAT TASTE: A delicious way to get high-quality protein & antioxidants (vitamins C, E, & selenium)
DOCTOR-RECOMMENDED BRAND: Ensure is the #1 doctor-recommended brand, & is suitable for lactose intolerance& gluten-free


From the #1 doctor-recommended brand, Ensure High Protein nutritional shakes provide targeted high-protein nutrition to help you stay active and energetic. Each delicious shake has 16g of high-quality protein, 2g of fat, 23 essential vitamins and minerals, and 160 calories.
* 75% more protein than Ensure Original. Ensure High Protein, 16g protein/160 calories per 8 fl oz versus Ensure Original, 9g protein/220 calories per 8 fl oz.
 Not for people with galactosemia.",Contains milk and soy ingredients.,Nutritional Drink,6/05/2020 14:30,bottle,fl oz,8,Case,24,The,*
120,https://abbottstore.com/ensure-high-protein-nutrition-shake-vanilla-8-fl-oz-case-of-24-64117.html,Abbott,Ensure High Protein Nutrition Shake,39.96,64117,"STRENGTH & ENERGY: Nutrition designed for strength & energy, with high protein, 23 vitamins & minerals, & 160 calories
HIGH PROTEIN: Ensure High Protein shakes have 16g of high-quality protein, 75% more than EnsureOriginal*
NEW FLAVOR: Enjoy new Creamy Caramel, plus original Milk Chocolate, Strawberry, & Vanilla
GREAT TASTE: A delicious way to get high-quality protein & antioxidants (vitamins C, E, & selenium)
DOCTOR-RECOMMENDED BRAND: Ensure is the #1 doctor-recommended brand, & is suitable for lactose intolerance& gluten-free


From the #1 doctor-recommended brand, Ensure High Protein nutritional shakes provide targeted high-protein nutrition to help you stay active and energetic. Each delicious shake has 16g of high-quality protein, 2g of fat, 23 essential vitamins and minerals, and 160 calories.
* 75% more protein than Ensure Original. Ensure High Protein, 16g protein/160 calories per 8 fl oz versus Ensure Original, 9g protein/220 calories per 8 fl oz.
 Not for people with galactosemia.",Contains milk and soy ingredients.,Nutritional Drink,6/05/2020 12:54,bottle,fl oz,8,Case,24,fl,8
438,https://abbottstore.com/ensure-high-protein-nutrition-shake-vanilla-8-fl-oz-case-of-24-64117.html,Abbott,Ensure High Protein Nutrition Shake,39.96,64117,"STRENGTH & ENERGY: Nutrition designed for strength & energy, with high protein, 23 vitamins & minerals, & 160 calories
HIGH PROTEIN: Ensure High Protein shakes have 16g of high-quality protein, 75% more than EnsureOriginal*
NEW FLAVOR: Enjoy new Creamy Caramel, plus original Milk Chocolate, Strawberry, & Vanilla
GREAT TASTE: A delicious way to get high-quality protein & antioxidants (vitamins C, E, & selenium)
DOCTOR-RECOMMENDED BRAND: Ensure is the #1 doctor-recommended brand, & is suitable for lactose intolerance& gluten-free


From the #1 doctor-recommended brand, Ensure High Protein nutritional shakes provide targeted high-protein nutrition to help you stay active and energetic. Each delicious shake has 16g of high-quality protein, 2g of fat, 23 essential vitamins and minerals, and 160 calories.
* 75% more protein than Ensure Original. Ensure High Protein, 16g protein/160 calories per 8 fl oz versus Ensure Original, 9g protein/220 calories per 8 fl oz.
 Not for people with galactosemia.",Contains milk and soy ingredients.,Nutritional Drink,6/05/2020 14:30,bottle,fl oz,8,Case,24,The,*
130,https://abbottstore.com/ensure-light-nutrition-shake-milk-chocolate-8-fl-oz-case-of-24-64121.html,Abbott,Ensure Light Nutrition Shake,35.96,64121,"FILL NUTRITION GAPS: Includes 12 grams of protein, 80 calories and 23 essential vitamins and minerals
GREAT TASTE: A great tasting way to get protein and antioxidants (Vitamins C, E & Selenium) every day
LOW FAT: 2g of fat per bottle
Each shake has 80 calories - 60% fewer than Ensure Original* - so you can limit your calorie intake but still get the nutrition you need
Gluten-free and suitable for lactose intolerance (Not for people with galactosemia)

From the #1 doctor recommended brand, Ensure Light provides daily nutrition with 23 vitamins and minerals, 12g protein, 0g sugar--all in 80 calories. This tasty shake can help fill your nutritional gaps.
*Ensure Original has 220 calories per serving.",Contains milk and soy ingredients.,Nutritional Drink,6/05/2020 12:54,bottle,fl oz,8,Case,24,fl,8
448,https://abbottstore.com/ensure-light-nutrition-shake-milk-chocolate-8-fl-oz-case-of-24-64121.html,Abbott,Ensure Light Nutrition Shake,35.96,64121,"FILL NUTRITION GAPS: Includes 12 grams of protein, 80 calories and 23 essential vitamins and minerals
GREAT TASTE: A great tasting way to get protein and antioxidants (Vitamins C, E & Selenium) every day
LOW FAT: 2g of fat per bottle
Each shake has 80 calories - 60% fewer than Ensure Original* - so you can limit your calorie intake but still get the nutrition you need
Gluten-free and suitable for lactose intolerance (Not for people with galactosemia)

From the #1 doctor recommended brand, Ensure Light provides daily nutrition with 23 vitamins and minerals, 12g protein, 0g sugar--all in 80 calories. This tasty shake can help fill your nutritional gaps.
*Ensure Original has 220 calories per serving.",Contains milk and soy ingredients.,Nutritional Drink,6/05/2020 14:30,bottle,fl oz,8,Case,24,The,*
